Year;City;Sport;Discipline;Event;Event gender;Medal;NOC
1988;Calgary;Skiing;Nordic Combined;Team;M;Bronze;AUT
1988;Calgary;Skating;Figure skating;ice dancing;X;Bronze;CAN
1988;Calgary;Skating;Figure skating;individual;M;Silver;CAN
1988;Calgary;Skating;Figure skating;individual;W;Silver;CAN
1988;Calgary;Skiing;Alpine Skiing;downhill;W;Bronze;CAN
1988;Calgary;Skiing;Alpine Skiing;super-G;W;Bronze;CAN
1988;Calgary;Ice Hockey;Ice Hockey;ice hockey;M;Silver;FIN
1988;Calgary;Skiing;Cross Country S;10km;W;Bronze;FIN
1988;Calgary;Skiing;Cross Country S;4x5km relay;W;Bronze;FIN
1988;Calgary;Skiing;Cross Country S;5km;W;Gold;FIN
1988;Calgary;Skiing;Ski Jumping;K120 individual (90m);M;Gold;FIN
1988;Calgary;Skiing;Ski Jumping;K120 team (90m);M;Gold;FIN
1988;Calgary;Skiing;Ski Jumping;K90 individual (70m);M;Gold;FIN
1988;Calgary;Skiing;Alpine Skiing;downhill;M;Bronze;FRA
1988;Calgary;Skiing;Alpine Skiing;super-G;M;Gold;FRA
1988;Calgary;Biathlon;Biathlon;4x7.5km relay;M;Silver;FRG
1988;Calgary;Luge;Luge;doubles;X;Bronze;FRG
1988;Calgary;Luge;Luge;singles;M;Silver;FRG
1988;Calgary;Skiing;Alpine Skiing;downhill;W;Gold;FRG
1988;Calgary;Skiing;Alpine Skiing;giant slalom;W;Silver;FRG
1988;Calgary;Skiing;Alpine Skiing;slalom;M;Silver;FRG
1988;Calgary;Skiing;Alpine Skiing;slalom;W;Bronze;FRG
1988;Calgary;Skiing;Nordic Combined;Team;M;Gold;FRG
1988;Calgary;Biathlon;Biathlon;10km;M;Gold;GDR
1988;Calgary;Biathlon;Biathlon;20km;M;Gold;GDR
1988;Calgary;Bobsleigh;Bobsleigh;four-man;M;Silver;GDR
1988;Calgary;Bobsleigh;Bobsleigh;two-man;M;Bronze;GDR
1988;Calgary;Bobsleigh;Bobsleigh;two-man;M;Silver;GDR
1988;Calgary;Luge;Luge;doubles;X;Gold;GDR
1988;Calgary;Luge;Luge;doubles;X;Silver;GDR
1988;Calgary;Luge;Luge;singles;M;Gold;GDR
1988;Calgary;Luge;Luge;singles;W;Bronze;GDR
1988;Calgary;Luge;Luge;singles;W;Gold;GDR
1988;Calgary;Luge;Luge;singles;W;Silver;GDR
1988;Calgary;Skating;Figure skating;individual;W;Gold;GDR
1988;Calgary;Skating;Speed skating;1000m;M;Silver;GDR
1988;Calgary;Skating;Speed skating;1000m;W;Gold;GDR
1988;Calgary;Skating;Speed skating;1000m;W;Silver;GDR
1988;Calgary;Skating;Speed skating;1500m;M;Gold;GDR
1988;Calgary;Skating;Speed skating;1500m;W;Bronze;GDR
1988;Calgary;Skating;Speed skating;1500m;W;Silver;GDR
1988;Calgary;Skating;Speed skating;3000m;W;Bronze;GDR
1988;Calgary;Skating;Speed skating;3000m;W;Silver;GDR
1988;Calgary;Skating;Speed skating;5000m;W;Bronze;GDR
1988;Calgary;Skating;Speed skating;5000m;W;Silver;GDR
1988;Calgary;Skating;Speed skating;500m;M;Gold;GDR
1988;Calgary;Skating;Speed skating;500m;W;Bronze;GDR
1988;Calgary;Skating;Speed skating;500m;W;Silver;GDR
1988;Calgary;Biathlon;Biathlon;20km;M;Bronze;ITA
1988;Calgary;Biathlon;Biathlon;4x7.5km relay;M;Bronze;ITA
1988;Calgary;Skiing;Alpine Skiing;giant slalom;M;Gold;ITA
1988;Calgary;Skiing;Alpine Skiing;slalom;M;Gold;ITA
1988;Calgary;Skiing;Cross Country S;50km;M;Silver;ITA
1988;Calgary;Skating;Speed skating;500m;M;Bronze;JPN
1988;Calgary;Skiing;Alpine Skiing;slalom;M;Bronze;LIE
1988;Calgary;Skating;Speed skating;10000m;M;Bronze;NED
1988;Calgary;Skating;Speed skating;1500m;W;Gold;NED
1988;Calgary;Skating;Speed skating;3000m;W;Gold;NED
1988;Calgary;Skating;Speed skating;5000m;M;Bronze;NED
1988;Calgary;Skating;Speed skating;5000m;M;Silver;NED
1988;Calgary;Skating;Speed skating;5000m;W;Gold;NED
1988;Calgary;Skating;Speed skating;500m;M;Silver;NED
1988;Calgary;Skiing;Cross Country S;15km;M;Silver;NOR
1988;Calgary;Skiing;Cross Country S;30km mass start;M;Bronze;NOR
1988;Calgary;Skiing;Cross Country S;4x5km relay;W;Silver;NOR
1988;Calgary;Skiing;Ski Jumping;K120 individual (90m);M;Silver;NOR
1988;Calgary;Skiing;Ski Jumping;K120 team (90m);M;Bronze;NOR
1988;Calgary;Bobsleigh;Bobsleigh;four-man;M;Gold;SUI
1988;Calgary;Skiing;Alpine Skiing;alpine combined;M;Bronze;SUI
1988;Calgary;Skiing;Alpine Skiing;alpine combined;W;Bronze;SUI
1988;Calgary;Skiing;Alpine Skiing;alpine combined;W;Silver;SUI
1988;Calgary;Skiing;Alpine Skiing;downhill;M;Gold;SUI
1988;Calgary;Skiing;Alpine Skiing;downhill;M;Silver;SUI
1988;Calgary;Skiing;Alpine Skiing;downhill;W;Silver;SUI
1988;Calgary;Skiing;Alpine Skiing;giant slalom;M;Bronze;SUI
1988;Calgary;Skiing;Alpine Skiing;giant slalom;W;Bronze;SUI
1988;Calgary;Skiing;Alpine Skiing;giant slalom;W;Gold;SUI
1988;Calgary;Skiing;Alpine Skiing;slalom;W;Gold;SUI
1988;Calgary;Skiing;Alpine Skiing;super-G;W;Silver;SUI
1988;Calgary;Skiing;Cross Country S;50km;M;Bronze;SUI
1988;Calgary;Skiing;Nordic Combined;individual;M;Gold;SUI
1988;Calgary;Skiing;Nordic Combined;Team;M;Silver;SUI
1988;Calgary;Ice Hockey;Ice Hockey;ice hockey;M;Bronze;SWE
1988;Calgary;Skating;Speed skating;10000m;M;Gold;SWE
1988;Calgary;Skating;Speed skating;5000m;M;Gold;SWE
1988;Calgary;Skiing;Alpine Skiing;super-G;M;Bronze;SWE
1988;Calgary;Skiing;Cross Country S;4x10km relay;M;Gold;SWE
1988;Calgary;Skiing;Cross Country S;50km;M;Gold;SWE
1988;Calgary;Skiing;Cross Country S;4x10km relay;M;Bronze;TCH
1988;Calgary;Skiing;Ski Jumping;K90 individual (70m);M;Bronze;TCH
1988;Calgary;Skiing;Ski Jumping;K90 individual (70m);M;Silver;TCH
1988;Calgary;Biathlon;Biathlon;10km;M;Bronze;URS
1988;Calgary;Biathlon;Biathlon;10km;M;Silver;URS
1988;Calgary;Biathlon;Biathlon;20km;M;Silver;URS
1988;Calgary;Biathlon;Biathlon;4x7.5km relay;M;Gold;URS
1988;Calgary;Bobsleigh;Bobsleigh;four-man;M;Bronze;URS
1988;Calgary;Bobsleigh;Bobsleigh;two-man;M;Gold;URS
1988;Calgary;Ice Hockey;Ice Hockey;ice hockey;M;Gold;URS
1988;Calgary;Luge;Luge;singles;M;Bronze;URS
1988;Calgary;Skating;Figure skating;ice dancing;X;Gold;URS
1988;Calgary;Skating;Figure skating;ice dancing;X;Silver;URS
1988;Calgary;Skating;Figure skating;individual;M;Bronze;URS
1988;Calgary;Skating;Figure skating;pairs;X;Gold;URS
1988;Calgary;Skating;Figure skating;pairs;X;Silver;URS
1988;Calgary;Skating;Speed skating;1000m;M;Bronze;URS
1988;Calgary;Skating;Speed skating;1000m;M;Gold;URS
1988;Calgary;Skiing;Cross Country S;10km;W;Gold;URS
1988;Calgary;Skiing;Cross Country S;10km;W;Silver;URS
1988;Calgary;Skiing;Cross Country S;15km;M;Bronze;URS
1988;Calgary;Skiing;Cross Country S;15km;M;Gold;URS
1988;Calgary;Skiing;Cross Country S;20km;W;Bronze;URS
1988;Calgary;Skiing;Cross Country S;20km;W;Gold;URS
1988;Calgary;Skiing;Cross Country S;20km;W;Silver;URS
1988;Calgary;Skiing;Cross Country S;30km mass start;M;Gold;URS
1988;Calgary;Skiing;Cross Country S;30km mass start;M;Silver;URS
1988;Calgary;Skiing;Cross Country S;4x10km relay;M;Silver;URS
1988;Calgary;Skiing;Cross Country S;4x5km relay;W;Gold;URS
1988;Calgary;Skiing;Cross Country S;5km;W;Bronze;URS
1988;Calgary;Skiing;Cross Country S;5km;W;Silver;URS
1988;Calgary;Skiing;Nordic Combined;individual;M;Bronze;URS
1988;Calgary;Skating;Figure skating;individual;M;Gold;USA
1988;Calgary;Skating;Figure skating;individual;W;Bronze;USA
1988;Calgary;Skating;Figure skating;pairs;X;Bronze;USA
1988;Calgary;Skating;Speed skating;1000m;W;Bronze;USA
1988;Calgary;Skating;Speed skating;1500m;M;Silver;USA
1988;Calgary;Skating;Speed skating;500m;W;Gold;USA
1988;Calgary;Skiing;Alpine Skiing;slalom;W;Silver;YUG
1988;Calgary;Skiing;Ski Jumping;K120 individual (90m);M;Bronze;YUG
1988;Calgary;Skiing;Ski Jumping;K120 team (90m);M;Silver;YUG
1992;Albertville;Bobsleigh;Bobsleigh;four-man;M;Gold;AUT
1992;Albertville;Luge;Luge;singles;M;Bronze;AUT
1992;Albertville;Luge;Luge;singles;M;Silver;AUT
1992;Albertville;Luge;Luge;singles;W;Gold;AUT
1992;Albertville;Luge;Luge;singles;W;Silver;AUT
1992;Albertville;Skating;Speed skating;3000m;W;Bronze;AUT
1992;Albertville;Skiing;Alpine Skiing;alpine combined;W;Gold;AUT
1992;Albertville;Skiing;Alpine Skiing;alpine combined;W;Silver;AUT
1992;Albertville;Skiing;Alpine Skiing;downhill;M;Bronze;AUT
1992;Albertville;Skiing;Alpine Skiing;downhill;M;Gold;AUT
1992;Albertville;Skiing;Alpine Skiing;downhill;W;Bronze;AUT
1992;Albertville;Skiing;Alpine Skiing;giant slalom;W;Silver;AUT
1992;Albertville;Skiing;Alpine Skiing;slalom;M;Bronze;AUT
1992;Albertville;Skiing;Alpine Skiing;slalom;W;Gold;AUT
1992;Albertville;Skiing;Nordic Combined;individual;M;Bronze;AUT
1992;Albertville;Skiing;Nordic Combined;Team;M;Bronze;AUT
1992;Albertville;Skiing;Ski Jumping;K120 individual (90m);M;Bronze;AUT
1992;Albertville;Skiing;Ski Jumping;K120 individual (90m);M;Silver;AUT
1992;Albertville;Skiing;Ski Jumping;K120 team (90m);M;Silver;AUT
1992;Albertville;Skiing;Ski Jumping;K90 individual (70m);M;Gold;AUT
1992;Albertville;Skiing;Ski Jumping;K90 individual (70m);M;Silver;AUT
1992;Albertville;Biathlon;Biathlon;15km;W;Bronze;CAN
1992;Albertville;Ice Hockey;Ice Hockey;ice hockey;M;Silver;CAN
1992;Albertville;Skating;Figure skating;pairs;X;Bronze;CAN
1992;Albertville;Skating;Short Track S.;1000m;M;Silver;CAN
1992;Albertville;Skating;Short Track S.;3000m relay;W;Gold;CAN
1992;Albertville;Skating;Short Track S.;5000m relay;M;Silver;CAN
1992;Albertville;Skiing;Alpine Skiing;downhill;W;Gold;CAN
1992;Albertville;Skating;Short Track S.;500m;W;Silver;CHN
1992;Albertville;Skating;Speed skating;1000m;W;Silver;CHN
1992;Albertville;Skating;Speed skating;500m;W;Silver;CHN
1992;Albertville;Skiing;Alpine Skiing;slalom;W;Bronze;ESP
1992;Albertville;Biathlon;Biathlon;15km;W;Silver;EUN
1992;Albertville;Biathlon;Biathlon;20km;M;Gold;EUN
1992;Albertville;Biathlon;Biathlon;3x7.5km relay;W;Bronze;EUN
1992;Albertville;Biathlon;Biathlon;4x7.5km relay;M;Silver;EUN
1992;Albertville;Biathlon;Biathlon;7.5km;W;Bronze;EUN
1992;Albertville;Biathlon;Biathlon;7.5km;W;Gold;EUN
1992;Albertville;Ice Hockey;Ice Hockey;ice hockey;M;Gold;EUN
1992;Albertville;Skating;Figure skating;ice dancing;X;Bronze;EUN
1992;Albertville;Skating;Figure skating;ice dancing;X;Gold;EUN
1992;Albertville;Skating;Figure skating;individual;M;Gold;EUN
1992;Albertville;Skating;Figure skating;pairs;X;Gold;EUN
1992;Albertville;Skating;Figure skating;pairs;X;Silver;EUN
1992;Albertville;Skating;Short Track S.;3000m relay;W;Bronze;EUN
1992;Albertville;Skiing;Cross Country S;15km mass start;W;Bronze;EUN
1992;Albertville;Skiing;Cross Country S;15km mass start;W;Gold;EUN
1992;Albertville;Skiing;Cross Country S;30km;W;Bronze;EUN
1992;Albertville;Skiing;Cross Country S;30km;W;Silver;EUN
1992;Albertville;Skiing;Cross Country S;4x5km relay;W;Gold;EUN
1992;Albertville;Skiing;Cross Country S;5km;W;Bronze;EUN
1992;Albertville;Skiing;Cross Country S;5km;W;Silver;EUN
1992;Albertville;Skiing;Cross Country S;Combined 5km + 10km pursuit;W;Bronze;EUN
1992;Albertville;Skiing;Cross Country S;Combined 5km + 10km pursuit;W;Gold;EUN
1992;Albertville;Skiing;Freestyle Ski.;moguls;W;Silver;EUN
1992;Albertville;Biathlon;Biathlon;10km;M;Bronze;FIN
1992;Albertville;Skiing;Cross Country S;15km mass start;W;Silver;FIN
1992;Albertville;Skiing;Cross Country S;4x10km relay;M;Bronze;FIN
1992;Albertville;Skiing;Cross Country S;5km;W;Gold;FIN
1992;Albertville;Skiing;Ski Jumping;K120 individual (90m);M;Gold;FIN
1992;Albertville;Skiing;Ski Jumping;K120 team (90m);M;Gold;FIN
1992;Albertville;Skiing;Ski Jumping;K90 individual (70m);M;Bronze;FIN
1992;Albertville;Biathlon;Biathlon;3x7.5km relay;W;Gold;FRA
1992;Albertville;Skating;Figure skating;ice dancing;X;Silver;FRA
1992;Albertville;Skiing;Alpine Skiing;alpine combined;W;Bronze;FRA
1992;Albertville;Skiing;Alpine Skiing;downhill;M;Silver;FRA
1992;Albertville;Skiing;Alpine Skiing;super-G;W;Silver;FRA
1992;Albertville;Skiing;Freestyle Ski.;moguls;M;Gold;FRA
1992;Albertville;Skiing;Freestyle Ski.;moguls;M;Silver;FRA
1992;Albertville;Skiing;Nordic Combined;individual;M;Gold;FRA
1992;Albertville;Skiing;Nordic Combined;individual;M;Silver;FRA
1992;Albertville;Biathlon;Biathlon;10km;M;Gold;GER
1992;Albertville;Biathlon;Biathlon;10km;M;Silver;GER
1992;Albertville;Biathlon;Biathlon;15km;W;Gold;GER
1992;Albertville;Biathlon;Biathlon;20km;M;Silver;GER
1992;Albertville;Biathlon;Biathlon;3x7.5km relay;W;Silver;GER
1992;Albertville;Biathlon;Biathlon;4x7.5km relay;M;Gold;GER
1992;Albertville;Biathlon;Biathlon;7.5km;W;Silver;GER
1992;Albertville;Bobsleigh;Bobsleigh;four-man;M;Silver;GER
1992;Albertville;Bobsleigh;Bobsleigh;two-man;M;Bronze;GER
1992;Albertville;Bobsleigh;Bobsleigh;two-man;M;Silver;GER
1992;Albertville;Luge;Luge;doubles;X;Gold;GER
1992;Albertville;Luge;Luge;doubles;X;Silver;GER
1992;Albertville;Luge;Luge;singles;M;Gold;GER
1992;Albertville;Luge;Luge;singles;W;Bronze;GER
1992;Albertville;Skating;Speed skating;1000m;M;Gold;GER
1992;Albertville;Skating;Speed skating;1000m;W;Bronze;GER
1992;Albertville;Skating;Speed skating;1500m;W;Gold;GER
1992;Albertville;Skating;Speed skating;1500m;W;Silver;GER
1992;Albertville;Skating;Speed skating;3000m;W;Gold;GER
1992;Albertville;Skating;Speed skating;3000m;W;Silver;GER
1992;Albertville;Skating;Speed skating;5000m;W;Bronze;GER
1992;Albertville;Skating;Speed skating;5000m;W;Gold;GER
1992;Albertville;Skating;Speed skating;5000m;W;Silver;GER
1992;Albertville;Skating;Speed skating;500m;M;Gold;GER
1992;Albertville;Skating;Speed skating;500m;W;Bronze;GER
1992;Albertville;Skiing;Alpine Skiing;super-G;W;Bronze;GER
1992;Albertville;Luge;Luge;doubles;X;Bronze;ITA
1992;Albertville;Skiing;Alpine Skiing;alpine combined;M;Gold;ITA
1992;Albertville;Skiing;Alpine Skiing;alpine combined;M;Silver;ITA
1992;Albertville;Skiing;Alpine Skiing;giant slalom;M;Gold;ITA
1992;Albertville;Skiing;Alpine Skiing;slalom;M;Silver;ITA
1992;Albertville;Skiing;Alpine Skiing;super-G;W;Gold;ITA
1992;Albertville;Skiing;Cross Country S;10km pursuit;M;Silver;ITA
1992;Albertville;Skiing;Cross Country S;30km;W;Gold;ITA
1992;Albertville;Skiing;Cross Country S;4x10km relay;M;Silver;ITA
1992;Albertville;Skiing;Cross Country S;4x5km relay;W;Bronze;ITA
1992;Albertville;Skiing;Cross Country S;50km;M;Bronze;ITA
1992;Albertville;Skiing;Cross Country S;50km;M;Silver;ITA
1992;Albertville;Skiing;Cross Country S;Combined 10km + 15km pursuit;M;Bronze;ITA
1992;Albertville;Skiing;Cross Country S;Combined 5km + 10km pursuit;W;Silver;ITA
1992;Albertville;Skating;Figure skating;individual;W;Silver;JPN
1992;Albertville;Skating;Short Track S.;5000m relay;M;Bronze;JPN
1992;Albertville;Skating;Speed skating;1000m;M;Bronze;JPN
1992;Albertville;Skating;Speed skating;1500m;W;Bronze;JPN
1992;Albertville;Skating;Speed skating;500m;M;Bronze;JPN
1992;Albertville;Skating;Speed skating;500m;M;Silver;JPN
1992;Albertville;Skiing;Nordic Combined;Team;M;Gold;JPN
1992;Albertville;Skating;Short Track S.;1000m;M;Bronze;KOR
1992;Albertville;Skating;Short Track S.;1000m;M;Gold;KOR
1992;Albertville;Skating;Short Track S.;5000m relay;M;Gold;KOR
1992;Albertville;Skating;Speed skating;1000m;M;Silver;KOR
1992;Albertville;Skiing;Alpine Skiing;giant slalom;M;Silver;LUX
1992;Albertville;Skiing;Alpine Skiing;super-G;M;Silver;LUX
1992;Albertville;Skating;Speed skating;10000m;M;Gold;NED
1992;Albertville;Skating;Speed skating;1500m;M;Bronze;NED
1992;Albertville;Skating;Speed skating;5000m;M;Bronze;NED
1992;Albertville;Skating;Speed skating;5000m;M;Silver;NED
1992;Albertville;Skating;Speed skating;10000m;M;Bronze;NOR
1992;Albertville;Skating;Speed skating;10000m;M;Silver;NOR
1992;Albertville;Skating;Speed skating;1500m;M;Gold;NOR
1992;Albertville;Skating;Speed skating;1500m;M;Silver;NOR
1992;Albertville;Skating;Speed skating;5000m;M;Gold;NOR
1992;Albertville;Skiing;Alpine Skiing;giant slalom;M;Bronze;NOR
1992;Albertville;Skiing;Alpine Skiing;slalom;M;Gold;NOR
1992;Albertville;Skiing;Alpine Skiing;super-G;M;Bronze;NOR
1992;Albertville;Skiing;Alpine Skiing;super-G;M;Gold;NOR
1992;Albertville;Skiing;Cross Country S;10km pursuit;M;Gold;NOR
1992;Albertville;Skiing;Cross Country S;30km mass start;M;Bronze;NOR
1992;Albertville;Skiing;Cross Country S;30km mass start;M;Gold;NOR
1992;Albertville;Skiing;Cross Country S;30km mass start;M;Silver;NOR
1992;Albertville;Skiing;Cross Country S;4x10km relay;M;Gold;NOR
1992;Albertville;Skiing;Cross Country S;4x5km relay;W;Silver;NOR
1992;Albertville;Skiing;Cross Country S;50km;M;Gold;NOR
1992;Albertville;Skiing;Cross Country S;Combined 10km + 15km pursuit;M;Gold;NOR
1992;Albertville;Skiing;Cross Country S;Combined 10km + 15km pursuit;M;Silver;NOR
1992;Albertville;Skiing;Freestyle Ski.;moguls;W;Bronze;NOR
1992;Albertville;Skiing;Nordic Combined;Team;M;Silver;NOR
1992;Albertville;Skiing;Alpine Skiing;slalom;W;Silver;NZL
1992;Albertville;Skating;Short Track S.;500m;W;Bronze;PRK
1992;Albertville;Bobsleigh;Bobsleigh;four-man;M;Bronze;SUI
1992;Albertville;Bobsleigh;Bobsleigh;two-man;M;Gold;SUI
1992;Albertville;Skiing;Alpine Skiing;alpine combined;M;Bronze;SUI
1992;Albertville;Biathlon;Biathlon;20km;M;Bronze;SWE
1992;Albertville;Biathlon;Biathlon;4x7.5km relay;M;Bronze;SWE
1992;Albertville;Skiing;Alpine Skiing;giant slalom;W;Gold;SWE
1992;Albertville;Skiing;Cross Country S;10km pursuit;M;Bronze;SWE
1992;Albertville;Ice Hockey;Ice Hockey;ice hockey;M;Bronze;TCH
1992;Albertville;Skating;Figure skating;individual;M;Bronze;TCH
1992;Albertville;Skiing;Ski Jumping;K120 team (90m);M;Bronze;TCH
1992;Albertville;Skating;Figure skating;individual;M;Silver;USA
1992;Albertville;Skating;Figure skating;individual;W;Bronze;USA
1992;Albertville;Skating;Figure skating;individual;W;Gold;USA
1992;Albertville;Skating;Short Track S.;3000m relay;W;Silver;USA
1992;Albertville;Skating;Short Track S.;500m;W;Gold;USA
1992;Albertville;Skating;Speed skating;1000m;W;Gold;USA
1992;Albertville;Skating;Speed skating;500m;W;Gold;USA
1992;Albertville;Skiing;Alpine Skiing;downhill;W;Silver;USA
1992;Albertville;Skiing;Alpine Skiing;giant slalom;W;Silver;USA
1992;Albertville;Skiing;Freestyle Ski.;moguls;M;Bronze;USA
1992;Albertville;Skiing;Freestyle Ski.;moguls;W;Gold;USA
1994;Lillehammer;Skating;Short Track S.;5000m relay;M;Bronze;AUS
1994;Lillehammer;Luge;Luge;singles;M;Silver;AUT
1994;Lillehammer;Luge;Luge;singles;W;Bronze;AUT
1994;Lillehammer;Skating;Speed skating;1500m;W;Gold;AUT
1994;Lillehammer;Skating;Speed skating;3000m;W;Silver;AUT
1994;Lillehammer;Skiing;Alpine Skiing;giant slalom;M;Bronze;AUT
1994;Lillehammer;Skiing;Alpine Skiing;slalom;M;Gold;AUT
1994;Lillehammer;Skiing;Alpine Skiing;slalom;W;Silver;AUT
1994;Lillehammer;Skiing;Ski Jumping;K120 individual (90m);M;Bronze;AUT
1994;Lillehammer;Skiing;Ski Jumping;K120 team (90m);M;Bronze;AUT
1994;Lillehammer;Biathlon;Biathlon;7.5km;W;Silver;BLR
1994;Lillehammer;Skating;Speed skating;1000m;M;Silver;BLR
1994;Lillehammer;Biathlon;Biathlon;15km;W;Gold;CAN
1994;Lillehammer;Biathlon;Biathlon;7.5km;W;Gold;CAN
1994;Lillehammer;Ice Hockey;Ice Hockey;ice hockey;M;Silver;CAN
1994;Lillehammer;Skating;Figure skating;individual;M;Silver;CAN
1994;Lillehammer;Skating;Figure skating;pairs;X;Bronze;CAN
1994;Lillehammer;Skating;Short Track S.;1000m;M;Bronze;CAN
1994;Lillehammer;Skating;Short Track S.;1000m;W;Silver;CAN
1994;Lillehammer;Skating;Short Track S.;3000m relay;W;Silver;CAN
1994;Lillehammer;Skating;Speed skating;500m;W;Silver;CAN
1994;Lillehammer;Skiing;Alpine Skiing;downhill;M;Bronze;CAN
1994;Lillehammer;Skiing;Freestyle Ski.;aerials;M;Bronze;CAN
1994;Lillehammer;Skiing;Freestyle Ski.;aerials;M;Silver;CAN
1994;Lillehammer;Skiing;Freestyle Ski.;moguls;M;Gold;CAN
1994;Lillehammer;Skating;Figure skating;individual;W;Bronze;CHN
1994;Lillehammer;Skating;Short Track S.;500m;W;Silver;CHN
1994;Lillehammer;Skating;Speed skating;1000m;W;Bronze;CHN
1994;Lillehammer;Ice Hockey;Ice Hockey;ice hockey;M;Bronze;FIN
1994;Lillehammer;Skiing;Cross Country S;30km;W;Bronze;FIN
1994;Lillehammer;Skiing;Cross Country S;30km mass start;M;Bronze;FIN
1994;Lillehammer;Skiing;Cross Country S;4x10km relay;M;Bronze;FIN
1994;Lillehammer;Skiing;Cross Country S;50km;M;Silver;FIN
1994;Lillehammer;Skiing;Cross Country S;5km;W;Bronze;FIN
1994;Lillehammer;Biathlon;Biathlon;15km;W;Silver;FRA
1994;Lillehammer;Biathlon;Biathlon;4x7.5km relay;M;Bronze;FRA
1994;Lillehammer;Biathlon;Biathlon;4x7.5km relay;W;Bronze;FRA
1994;Lillehammer;Skating;Figure skating;individual;M;Bronze;FRA
1994;Lillehammer;Skiing;Freestyle Ski.;moguls;M;Bronze;FRA
1994;Lillehammer;Skating;Figure skating;ice dancing;X;Bronze;GBR
1994;Lillehammer;Skating;Short Track S.;500m;M;Bronze;GBR
1994;Lillehammer;Biathlon;Biathlon;10km;M;Silver;GER
1994;Lillehammer;Biathlon;Biathlon;15km;W;Bronze;GER
1994;Lillehammer;Biathlon;Biathlon;20km;M;Bronze;GER
1994;Lillehammer;Biathlon;Biathlon;20km;M;Silver;GER
1994;Lillehammer;Biathlon;Biathlon;4x7.5km relay;M;Gold;GER
1994;Lillehammer;Biathlon;Biathlon;4x7.5km relay;W;Silver;GER
1994;Lillehammer;Bobsleigh;Bobsleigh;four-man;M;Bronze;GER
1994;Lillehammer;Bobsleigh;Bobsleigh;four-man;M;Gold;GER
1994;Lillehammer;Luge;Luge;doubles;X;Bronze;GER
1994;Lillehammer;Luge;Luge;singles;M;Gold;GER
1994;Lillehammer;Luge;Luge;singles;W;Silver;GER
1994;Lillehammer;Skating;Speed skating;1000m;W;Silver;GER
1994;Lillehammer;Skating;Speed skating;1500m;W;Bronze;GER
1994;Lillehammer;Skating;Speed skating;3000m;W;Bronze;GER
1994;Lillehammer;Skating;Speed skating;5000m;W;Gold;GER
1994;Lillehammer;Skating;Speed skating;5000m;W;Silver;GER
1994;Lillehammer;Skating;Speed skating;500m;W;Bronze;GER
1994;Lillehammer;Skiing;Alpine Skiing;downhill;W;Gold;GER
1994;Lillehammer;Skiing;Alpine Skiing;giant slalom;M;Gold;GER
1994;Lillehammer;Skiing;Alpine Skiing;giant slalom;W;Silver;GER
1994;Lillehammer;Skiing;Alpine Skiing;super-G;M;Gold;GER
1994;Lillehammer;Skiing;Ski Jumping;K120 individual (90m);M;Gold;GER
1994;Lillehammer;Skiing;Ski Jumping;K120 team (90m);M;Gold;GER
1994;Lillehammer;Skiing;Ski Jumping;K90 individual (70m);M;Bronze;GER
1994;Lillehammer;Bobsleigh;Bobsleigh;two-man;M;Bronze;ITA
1994;Lillehammer;Luge;Luge;doubles;X;Gold;ITA
1994;Lillehammer;Luge;Luge;doubles;X;Silver;ITA
1994;Lillehammer;Luge;Luge;singles;M;Bronze;ITA
1994;Lillehammer;Luge;Luge;singles;W;Gold;ITA
1994;Lillehammer;Skating;Short Track S.;5000m relay;M;Gold;ITA
1994;Lillehammer;Skating;Short Track S.;500m;M;Silver;ITA
1994;Lillehammer;Skiing;Alpine Skiing;downhill;W;Bronze;ITA
1994;Lillehammer;Skiing;Alpine Skiing;giant slalom;W;Gold;ITA
1994;Lillehammer;Skiing;Alpine Skiing;slalom;M;Silver;ITA
1994;Lillehammer;Skiing;Alpine Skiing;super-G;W;Bronze;ITA
1994;Lillehammer;Skiing;Cross Country S;10km pursuit;M;Bronze;ITA
1994;Lillehammer;Skiing;Cross Country S;15km mass start;W;Gold;ITA
1994;Lillehammer;Skiing;Cross Country S;30km;W;Gold;ITA
1994;Lillehammer;Skiing;Cross Country S;4x10km relay;M;Gold;ITA
1994;Lillehammer;Skiing;Cross Country S;4x5km relay;W;Bronze;ITA
1994;Lillehammer;Skiing;Cross Country S;5km;W;Silver;ITA
1994;Lillehammer;Skiing;Cross Country S;Combined 10km + 15km pursuit;M;Bronze;ITA
1994;Lillehammer;Skiing;Cross Country S;Combined 5km + 10km pursuit;W;Bronze;ITA
1994;Lillehammer;Skiing;Cross Country S;Combined 5km + 10km pursuit;W;Silver;ITA
1994;Lillehammer;Skating;Speed skating;5000m;W;Bronze;JPN
1994;Lillehammer;Skating;Speed skating;500m;M;Bronze;JPN
1994;Lillehammer;Skiing;Nordic Combined;individual;M;Silver;JPN
1994;Lillehammer;Skiing;Nordic Combined;Team;M;Gold;JPN
1994;Lillehammer;Skiing;Ski Jumping;K120 team (90m);M;Silver;JPN
1994;Lillehammer;Skiing;Cross Country S;10km pursuit;M;Silver;KAZ
1994;Lillehammer;Skiing;Cross Country S;50km;M;Gold;KAZ
1994;Lillehammer;Skiing;Cross Country S;Combined 10km + 15km pursuit;M;Silver;KAZ
1994;Lillehammer;Skating;Short Track S.;1000m;M;Gold;KOR
1994;Lillehammer;Skating;Short Track S.;1000m;M;Silver;KOR
